asset_name,asset_id,asset_type,asset_link,asset_parent_id,publication_date,asset parent id,Parent asset type,Asset Agency,Parent Agency,FoundationalorNot,Vparent,All_Asset,asset_cnt,Sparent
Skamania,rq54-afav,file,https://data.wa.gov/Health/Skamania/rq54-afav,,06/04/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,811,0
Naselle Grays River Elementary,j3q2-t54d,file,https://data.wa.gov/Health/Naselle-Grays-River-Elementary/j3q2-t54d,,06/04/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,812,0
James Mc Gee School,me8q-n6k7,file,https://data.wa.gov/Health/James-Mc-Gee-School/me8q-n6k7,,06/04/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,813,0
John Newberry,2vxy-pcgd,file,https://data.wa.gov/Health/John-Newberry/2vxy-pcgd,,06/04/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,814,0
Stevens Elementary Follow Up,vtnn-bptp,file,https://data.wa.gov/Health/Stevens-Elementary-Follow-Up/vtnn-bptp,,06/04/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,815,0
Agency Codes and Authorized Abbreviations,uie2-nw4g,dataset,https://data.wa.gov/Procurements-and-Contracts/Agency-Codes-and-Authorized-Abbreviations/uie2-nw4g,,06/04/2018 12:00:00 AM,,,Washington State Technology Solutions (CTS),,Foundational,0,1,816,1
Business and Professional License search,eeui-dkag,href,https://data.wa.gov/Consumer-Protection/Business-and-Professional-License-search/eeui-dkag,,06/05/2018 12:00:00 AM,,,Washington State Technology Solutions (CTS),,External,0,1,817,0
Leonard M Jennings Follow Up 2,r7vx-2mx9,file,https://data.wa.gov/Health/Leonard-M-Jennings-Follow-Up-2/r7vx-2mx9,,06/07/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,818,0
Leonard M Jenning,9u47-ruwq,file,https://data.wa.gov/Health/Leonard-M-Jenning/9u47-ruwq,,06/07/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,819,0
Leonard M Jennings Follow Up 1,ue9k-g2at,file,https://data.wa.gov/Health/Leonard-M-Jennings-Follow-Up-1/ue9k-g2at,,06/07/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,820,0
Privacy Office Outreach Coverage,gan2-6mnb,map,https://data.wa.gov/Consumer-Protection/Privacy-Office-Outreach-Coverage/gan2-6mnb,4j29-snvr,06/08/2018 12:00:00 AM,4j29-snvr,dataset,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,821,0
Silverstar Elementary,v3i9-syww,file,https://data.wa.gov/Health/Silverstar-Elementary/v3i9-syww,,06/11/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,822,0
Riverview Elementary,2vpq-8y6s,file,https://data.wa.gov/Health/Riverview-Elementary/2vpq-8y6s,,06/11/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,823,0
Skamania Elementary,9fta-qezh,file,https://data.wa.gov/Health/Skamania-Elementary/9fta-qezh,,06/11/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,824,0
Sprague K-12 Schools,gjb8-sunc,file,https://data.wa.gov/Health/Sprague-K-12-Schools/gjb8-sunc,,06/11/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,825,0
Bernice Vossbeck,xj8r-fn39,file,https://data.wa.gov/Health/Bernice-Vossbeck/xj8r-fn39,,06/11/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,826,0
Mckinely Elementary,h452-eef9,file,https://data.wa.gov/Health/Mckinely-Elementary/h452-eef9,,06/19/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,827,0
Abraham Lincoln,2qne-ma37,file,https://data.wa.gov/Health/Abraham-Lincoln/2qne-ma37,,06/19/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,828,0
Whitstran Elementary,i9yd-vksw,file,https://data.wa.gov/Health/Whitstran-Elementary/i9yd-vksw,,06/19/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,829,0
Phil Snowdon,a779-hxc5,file,https://data.wa.gov/Health/Phil-Snowdon/a779-hxc5,,06/19/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,830,0
Castle Rock Early Childhood Learning Center,ccg7-vadd,file,https://data.wa.gov/Health/Castle-Rock-Early-Childhood-Learning-Center/ccg7-vadd,,06/19/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,831,0
Ruth Livingston,p39z-8dfa,file,https://data.wa.gov/Health/Ruth-Livingston/p39z-8dfa,,06/19/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,832,0
Sunset Elementary,fus6-zat9,file,https://data.wa.gov/Health/Sunset-Elementary/fus6-zat9,,06/19/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,833,0
Prescott K-12,cpgk-g58k,file,https://data.wa.gov/Health/Prescott-K-12/cpgk-g58k,,06/19/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,834,0
Kettle Falls Middle,pwgq-yf65,file,https://data.wa.gov/Health/Kettle-Falls-Middle/pwgq-yf65,,06/26/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,835,0
Salnave Elementary,sge3-txba,file,https://data.wa.gov/Health/Salnave-Elementary/sge3-txba,,06/26/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,836,0
Fords Prairie Elementary,3f4z-3njr,file,https://data.wa.gov/Health/Fords-Prairie-Elementary/3f4z-3njr,,06/26/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,837,0
Custer Elementary,3pgv-43ur,file,https://data.wa.gov/Health/Custer-Elementary/3pgv-43ur,,06/26/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,838,0
Lieser Campus,vrg9-4nnp,file,https://data.wa.gov/Health/Lieser-Campus/vrg9-4nnp,,06/26/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,839,0
Windsor Elementary,m2vy-xti4,file,https://data.wa.gov/Health/Windsor-Elementary/m2vy-xti4,,06/26/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,840,0
Raymond Elementary,4hbs-jeri,file,https://data.wa.gov/Health/Raymond-Elementary/4hbs-jeri,,06/26/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,841,0
Mirror Lake Elementary,yh49-c4vc,file,https://data.wa.gov/Health/Mirror-Lake-Elementary/yh49-c4vc,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,842,0
Lind Elementary,a5q3-ti5h,file,https://data.wa.gov/Health/Lind-Elementary/a5q3-ti5h,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,843,0
Rainier Elementary,qcxr-qjvy,file,https://data.wa.gov/Health/Rainier-Elementary/qcxr-qjvy,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,844,0
Kalama Elementary,si6q-6zyc,file,https://data.wa.gov/Health/Kalama-Elementary/si6q-6zyc,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,845,0
Valley Academy Of Learning,hsh3-58gz,file,https://data.wa.gov/Health/Valley-Academy-Of-Learning/hsh3-58gz,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,846,0
Fisher Elementary,kvz6-msiu,file,https://data.wa.gov/Health/Fisher-Elementary/kvz6-msiu,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,847,0
Betz Elementary,98jh-qfwy,file,https://data.wa.gov/Health/Betz-Elementary/98jh-qfwy,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,848,0
Kiona Benton,b5bt-gq9k,file,https://data.wa.gov/Health/Kiona-Benton/b5bt-gq9k,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,849,0
Miller Junior  High,2bpn-4v8c,file,https://data.wa.gov/Health/Miller-Junior-High/2bpn-4v8c,,07/03/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,850,0
Washington State CPA (Certified Public Accountant) Firms,pzcu-jpab,dataset,https://data.wa.gov/Consumer-Protection/Washington-State-CPA-Certified-Public-Accountant-F/pzcu-jpab,,07/09/2018 12:00:00 AM,,,"Accountancy, State Board of (WBOA)(ACB)",,Foundational,0,1,851,0
Kittitas Elementary School,rzaj-xnp5,file,https://data.wa.gov/Health/Kittitas-Elementary-School/rzaj-xnp5,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,852,0
Nob Hill Elementary,njsn-af7s,file,https://data.wa.gov/Health/Nob-Hill-Elementary/njsn-af7s,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,853,0
Continuous Curriculum,xtke-qfdh,file,https://data.wa.gov/Health/Continuous-Curriculum/xtke-qfdh,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,854,0
Highland Early Development Center - Headstart,ndhp-dgg3,file,https://data.wa.gov/Health/Highland-Early-Development-Center-Headstart/ndhp-dgg3,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,855,0
Sumas Elementary Follow Up,avfy-d3fg,file,https://data.wa.gov/Health/Sumas-Elementary-Follow-Up/avfy-d3fg,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,856,0
Parkway Early Development Center - Headstart,nu7y-vk2u,file,https://data.wa.gov/Health/Parkway-Early-Development-Center-Headstart/nu7y-vk2u,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,857,0
2016-2019 WDFW Deer and Elk Salvage Permits,mcp7-tcwf,dataset,https://data.wa.gov/Natural-Resources-Environment/2016-2019-WDFW-Deer-and-Elk-Salvage-Permits/mcp7-tcwf,,07/10/2018 12:00:00 AM,,,"Fish and Wildlife, Department of (DFW)",,Foundational,1,1,858,0
Hiawatha Elementary School,7evj-s48w,file,https://data.wa.gov/Health/Hiawatha-Elementary-School/7evj-s48w,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,859,0
Brigadoon Elementary,eyfp-jhtv,file,https://data.wa.gov/Health/Brigadoon-Elementary/eyfp-jhtv,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,860,0
Mission View Elementary,5cjc-46tq,file,https://data.wa.gov/Health/Mission-View-Elementary/5cjc-46tq,,07/10/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,861,0
Scootney Springs,5fpr-p292,file,https://data.wa.gov/Health/Scootney-Springs/5fpr-p292,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,862,0
Naval Avenue Academy,wbpv-bcp5,file,https://data.wa.gov/Health/Naval-Avenue-Academy/wbpv-bcp5,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,863,0
Keene- Riverview Elementary School,u7xz-ji7m,file,https://data.wa.gov/Health/Keene-Riverview-Elementary-School/u7xz-ji7m,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,864,0
Tenino Elementary,yrph-kj3h,file,https://data.wa.gov/Health/Tenino-Elementary/yrph-kj3h,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,865,0
Elma Elementary School,5hcz-c23s,file,https://data.wa.gov/Health/Elma-Elementary-School/5hcz-c23s,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,866,0
Catherine Blaine,tewu-zz88,file,https://data.wa.gov/Health/Catherine-Blaine/tewu-zz88,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,867,0
Summer Low Flow Indicator 1975-2017,f6st-whvb,dataset,https://data.wa.gov/Natural-Resources-Environment/Summer-Low-Flow-Indicator-1975-2017/f6st-whvb,,07/23/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,868,0
Elma High Lead Test Results,bwnf-nauz,file,https://data.wa.gov/Health/Elma-High-Lead-Test-Results/bwnf-nauz,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,869,0
George C. Marshall,4us6-k4gm,file,https://data.wa.gov/Health/George-C-Marshall/4us6-k4gm,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,870,0
Otis Orchard,ii5i-by93,file,https://data.wa.gov/Health/Otis-Orchard/ii5i-by93,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,871,0
Woodmont Elementary,uw6y-b6i9,file,https://data.wa.gov/Health/Woodmont-Elementary/uw6y-b6i9,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,872,0
Mossyrock Elementary School LEAD TEST Update,vqbg-n6ar,file,https://data.wa.gov/Health/Mossyrock-Elementary-School-LEAD-TEST-Update/vqbg-n6ar,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,873,0
Lake Grove,bgpu-j7bu,file,https://data.wa.gov/Health/Lake-Grove/bgpu-j7bu,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,874,0
Elma Middle School Lead Test Results,6b3j-dhtd,file,https://data.wa.gov/Health/Elma-Middle-School-Lead-Test-Results/6b3j-dhtd,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,875,0
Pierce County Skills Center,7vxf-b8fu,file,https://data.wa.gov/Health/Pierce-County-Skills-Center/7vxf-b8fu,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,876,0
Mary M Knight,36b6-yndh,file,https://data.wa.gov/Health/Mary-M-Knight/36b6-yndh,,07/23/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,877,0
Frederickson Elementary,gn2h-8h48,file,https://data.wa.gov/Health/Frederickson-Elementary/gn2h-8h48,,07/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,878,0
Bar Graph: Low Flow Trend 1975-2017,wact-ccx9,chart,https://data.wa.gov/Natural-Resources-Environment/Bar-Graph-Low-Flow-Trend-1975-2017/wact-ccx9,f6st-whvb,07/31/2018 12:00:00 AM,f6st-whvb,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,879,0
State Map: Percent low flow trend 1975-2017,5bhk-je73,map,https://data.wa.gov/Natural-Resources-Environment/State-Map-Percent-low-flow-trend-1975-2017/5bhk-je73,f6st-whvb,07/31/2018 12:00:00 AM,f6st-whvb,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,880,0
Mount Baker Middle School,ghzw-x4nw,file,https://data.wa.gov/Health/Mount-Baker-Middle-School/ghzw-x4nw,,07/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,881,0
Mossyrock Junior High,wady-xfxn,file,https://data.wa.gov/Health/Mossyrock-Junior-High/wady-xfxn,,07/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,882,0
Tenino Middle School Followup,hk8t-sagp,file,https://data.wa.gov/Health/Tenino-Middle-School-Followup/hk8t-sagp,,07/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,883,0
Sterling Intermediate School,7bjm-ze6e,file,https://data.wa.gov/Health/Sterling-Intermediate-School/7bjm-ze6e,,07/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,884,0
Bess Herian Elementary School,g2t7-bz4z,file,https://data.wa.gov/Health/Bess-Herian-Elementary-School/g2t7-bz4z,,07/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,885,0
Mossy Rock High School,qaq2-3hjs,file,https://data.wa.gov/Health/Mossy-Rock-High-School/qaq2-3hjs,,07/31/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,886,0
Lincoln Elementary,gd74-3fq2,file,https://data.wa.gov/Health/Lincoln-Elementary/gd74-3fq2,,08/06/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,887,0
Olympic View Elementary Federal Way,cbur-tamw,file,https://data.wa.gov/Health/Olympic-View-Elementary-Federal-Way/cbur-tamw,,08/06/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,888,0
ISOM Lead Test Results,rypk-eu78,file,https://data.wa.gov/Health/ISOM-Lead-Test-Results/rypk-eu78,,08/06/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,889,0
Wa He Lut Indian School Lead Test Results,4xk8-feaq,file,https://data.wa.gov/Health/Wa-He-Lut-Indian-School-Lead-Test-Results/4xk8-feaq,,08/06/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,890,0
Fischer Elementary,5bi9-h8my,file,https://data.wa.gov/Health/Fischer-Elementary/5bi9-h8my,,08/06/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,891,0
Centennial Elementary School,fdmy-34wj,file,https://data.wa.gov/Health/Centennial-Elementary-School/fdmy-34wj,,08/06/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,892,0
Riverside Elementary,u3me-8kjt,file,https://data.wa.gov/Health/Riverside-Elementary/u3me-8kjt,,08/06/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,893,0
Cascade Elementary School,ksw2-4gt2,file,https://data.wa.gov/Health/Cascade-Elementary-School/ksw2-4gt2,,08/06/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,894,0
Camas High School,a4di-c58x,file,https://data.wa.gov/Health/Camas-High-School/a4di-c58x,,08/16/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,895,0
Chattaroy Elementary School,vg8q-3gks,file,https://data.wa.gov/Health/Chattaroy-Elementary-School/vg8q-3gks,,08/16/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,896,0
Adams Elementary School ( Central Valley),ivdp-nd7v,file,https://data.wa.gov/Health/Adams-Elementary-School-Central-Valley-/ivdp-nd7v,,08/16/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,897,0
Lake Louise Elementary,gtf9-dsdj,file,https://data.wa.gov/Health/Lake-Louise-Elementary/gtf9-dsdj,,08/16/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,898,0
Opstad Elementary,8sgc-ztfw,file,https://data.wa.gov/Health/Opstad-Elementary/8sgc-ztfw,,08/16/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,899,0
Dick Scobee Elementary,kbvx-cjh9,file,https://data.wa.gov/Health/Dick-Scobee-Elementary/kbvx-cjh9,,08/16/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,900,0
Brentwood Elementary School,tzki-if5u,file,https://data.wa.gov/Health/Brentwood-Elementary-School/tzki-if5u,,08/16/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,901,0
Hayes Freedom High School,ejey-6v5s,file,https://data.wa.gov/Health/Hayes-Freedom-High-School/ejey-6v5s,,08/16/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,902,0
New+Notable Data,msaf-rcj2,story,https://data.wa.gov/stories/s/msaf-rcj2,,08/17/2018 12:00:00 AM,,,Washington State Technology Solutions (CTS),,Derivative,0,1,903,0
Washington Water & Salmon Fundfinder,xcku-b9qq,story,https://data.wa.gov/stories/s/xcku-b9qq,,08/17/2018 12:00:00 AM,,,Recreation and Conservation Office (RCO),,Derivative,0,1,904,0
Leonard M Jennings Follow Up 2,u6dn-nwju,file,https://data.wa.gov/Health/Leonard-M-Jennings-Follow-Up-2/u6dn-nwju,,08/17/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,905,0
Mountain View Elementary School Lead Test Results Lacey,8gh5-f3jx,file,https://data.wa.gov/Health/Mountain-View-Elementary-School-Lead-Test-Results-/8gh5-f3jx,,08/21/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,906,0
Idlewild Elementary Folow Up,y52w-ehha,file,https://data.wa.gov/Health/Idlewild-Elementary-Folow-Up/y52w-ehha,,08/21/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,907,0
Evergreen Heights Elementary,xguq-ngdm,file,https://data.wa.gov/Health/Evergreen-Heights-Elementary/xguq-ngdm,,08/21/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,908,0
Dower Elementary School Follow-up,axdx-tass,file,https://data.wa.gov/Health/Dower-Elementary-School-Follow-up/axdx-tass,,08/21/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,909,0
Watershed Health Monitoring: Wood Volume in Streams,q4is-ii4v,dataset,https://data.wa.gov/Natural-Resources-Environment/Watershed-Health-Monitoring-Wood-Volume-in-Streams/q4is-ii4v,,08/28/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,910,0
Watershed Health Monitoring: BIBI,fcrw-p9wq,dataset,https://data.wa.gov/Natural-Resources-Environment/Watershed-Health-Monitoring-BIBI/fcrw-p9wq,,08/29/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,911,0
Mc Dermoth Elementary,ge4f-9yx4,file,https://data.wa.gov/Health/Mc-Dermoth-Elementary/ge4f-9yx4,,08/29/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,912,0
Columbia Elementary School,g8kg-wiav,file,https://data.wa.gov/Health/Columbia-Elementary-School/g8kg-wiav,,08/29/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,913,0
Watershed Health Monitoring: Excess Sediment in Salmon/Trout Streams,63h7-zpny,dataset,https://data.wa.gov/Natural-Resources-Environment/Watershed-Health-Monitoring-Excess-Sediment-in-Sal/63h7-zpny,,08/29/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,914,0
Belfair Elementary Lead Test Results,8wmw-bydr,file,https://data.wa.gov/Health/Belfair-Elementary-Lead-Test-Results/8wmw-bydr,,08/29/2018 12:00:00 AM,,,"Health, Department of (DOH)",,Derivative,0,1,915,0
Watershed Health Monitoring: Non-native species 2009-2012,sg4a-7hjj,dataset,https://data.wa.gov/Natural-Resources-Environment/Watershed-Health-Monitoring-Non-native-species-200/sg4a-7hjj,,08/30/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,916,0
Watershed Health Monitoring: Riparian Disturbance by Region and Survey,v4rj-vzug,dataset,https://data.wa.gov/Natural-Resources-Environment/Watershed-Health-Monitoring-Riparian-Disturbance-b/v4rj-vzug,,08/30/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,917,0
MAP -- All Projects (2012-21) 08-29-2018,adxt-ewux,dataset,https://data.wa.gov/dataset/MAP-All-Projects-2012-21-08-29-2018/adxt-ewux,,08/31/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,918,0
Watershed Health Monitoring: Copper in Stream Sediment,ff68-pa9c,dataset,https://data.wa.gov/Natural-Resources-Environment/Watershed-Health-Monitoring-Copper-in-Stream-Sedim/ff68-pa9c,,09/04/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,919,0
Watershed Health Monitoring: Riparian Cover using X DensioBank,asqd-efxe,dataset,https://data.wa.gov/Natural-Resources-Environment/Watershed-Health-Monitoring-Riparian-Cover-using-X/asqd-efxe,,09/06/2018 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,0,1,920,0
